,text,sentiment
805, Ans to sobai jane tai ami r buddhe khatalm na.... ,0.0
806, 87         Bhai 1 mone hoi eivabe lekhe..... ,0.0
807, sotil ans dile ki diben ,0.0
808, are vai na...ami jani er no ys & ,0.0
809, nah ami ans ta ber korte parlam na ,0.0
810, ans dile ki kono gift paoya jabe????? ,0.0
811, Harano sim replays korle ki subidha pabo ? ,0.0
812, amr balance ase 92 ami caike ki 89 tk te 1gb pack nite parbo? ,0.0
813,ans tai moja pailam .  logic ta valo e cilo ,0.0
814, Apnader 3G speed niye onk satisfied chilam .  But Onek dhore problem tir complain jananor por o jokhon kono improvement pai ni .  Tokhn sim off kore diye onno sim use kora chara kichu korar nai... ,2.0
815, ke ki keno kotai kar kache korteche... ,0.0
816, amer banglalink sim ta insertsim card ayse ar on hoy na ki korte pari ,0.0
817,Apnar number ti te bondho SIM er offer projojjo kina jante jekono banglalink number theke apnar numberti likhe SMS korun 4343 number e.,0.0
818, Hi ?????? .  Amra sotti e khubi sorry je apni ei problem ti face korchen. Amra sob somoy chesta kori apnader ke valo service deyar jonno. Ami apnar complain ti concern ke janiye dicchi. Apnar problem ti check kore 4 hours er moddhe apnar shathe jogajog kora hobe. ,0.0
819, Hi Naeem .  Sey SIM gulo ekhono bondho hoy ni. Apni ekhono NID & 1 copy color picture niye nobondhon kore nite parben. ,0.0
820, je sim registration hoyni se sim theke call kora jabe..? ,0.0
821, banglaling play te ki amr sim migration kora jabe ??? ,0.0
822, Hi Tanver . Ami khub e sorry je apnar question ti amader kache clear na. Kindly ki jante chachchen ektu clear kore janaben? Ami kotha dicchi je amra apnake help korar jonno try korbo. ,0.0
823, 2 month to over hoye geche but use korini .  .  . akhon pabo kina jante chacchi ,0.0
824, Hi Shayon .  Sms system theke apnar number e gele apni offer ti nite parben. ,0.0
825, Ok thnx.but ami ki oikhane job er jonno CV drop korte parbo? ,0.0
826, Apnr sathe phone a kindly ektu kotha bola jabe ki? ,0.0
827, Hi Liza .  Apnar query ti amader kache clear na. Kindly clear kore amader shathe share korun tahole right information die shohojogita korte parbo. ,0.0
828, 6 tk keu Recharge korte nite chayna. Valo trick Apnader.. ,0.0
829, amar ekta sim ache apnder companyr .  r setate tk Recharge korle tk kete niye jan keno??????????????????? ,0.0
830, 6 taka die 150 mb aita ki jekono banglalink sim e offar ta pabo.ar ai mb r mead koto din? ,0.0
831, banglalink night pack akhon ashe ki? koto tk lebe ey pack kinte? ,0.0
832, 129 takaI 2GB thik balance theke taka kete nea hobe ki? ,0.0
833, Apnader net service ti ki kono din valo hobe na?? ,2.0
834, ans to dilam ajo ki gift pabo ,0.0
835, Bl a ki free fb use kora jai pls janaben ,0.0
836, answer ta holo 1number ta r amr phone number holo 01946324242 ,0.0
837, bortomn internet offer gulo jante pari ki? ,0.0
838, Bondho sim ar ki offer ase akon????????????????????? ,0.0
839, Bl 3g on kore kibabe? ,0.0
840, Banglalink a taka thekbo ki babe ,0.0
841, mela ki ekhono ase plz answer me?? ,0.0
842, 3 tk 20 sms je kono number a kivabe neoya jay ,0.0
843, 49 taka recharge korle sokal 6 ta thake dupur 2 ta ai offer ta ki kore nibo jodi aktu janaten? ,0.0
844, Banglalink a request call dewa jai ke vabay......??? ,0.0
845, aj kno offer ase 20 tk ar modo shodo md ,0.0
846, 49 tk recharger smartphone er offer tar beper ki kono msg nai... koto number aci tao dekhai na...beper ki kotha ta ki mittha nki...10 minite 1 ta smartphone...ehh ,0.0
847, Kew jodi   ek desh ek offer   er 49 tk recharge korar por smartphone bijoye hoy tahole seta koto hour er moddhe janano hobe ???? ,0.0
848, but ekhn eta deactive hoye ase eka eka..,0.0
849,ami upobrittir tk ta kivabe pabo ,0.0
850, Sir amra banglalink grahok der junnn okhhaanee ekta tureer babosta kora jay na....,0.0
851, plz customer er number din kotha bolte chai ,0.0
852, banglalink e koto taka recharge 5 gb??? ,0.0
853, win win hobe aj k? ,0.0
854, Ki ki valo pack ase? ,0.0
855, 49 tk recharge a koto mb pabo ,0.0
856, 49 takar offer ta ke akhono ace ,0.0
857, 01916316543 ai sim a 29 lod dili ki kono internet free ase ki na ,0.0
858, 29 takar ofer ar mayed koto din ,0.0
859, Hi Fan .  Sorry .  Registration er upor ekhon kono offer ni. ,0.0
860, ji amr 1 no sim ei ase...but bisal net slow...,0.0
861, Gp sim a 18takay 1gb paowa jay 2am to 2pm ar apnader BL a ki airokom kono offer ache?amake 49takar ta bolben na age thaktei bole rakhlam ,0.0
862, Vaia ami ki 01910686661 ai number ta pete pari kindly details janaben ,0.0
863, Apnader 49 taka recharge ar offer ta ki akhono ace??? ,0.0
864, Banglalink bio mettric check kre kivabe r kono offer ase ki krle ,0.0
865, 49 taka recharge er bonus ta akjon koto bar pabe???,0.0
866, 49 takar offer ki akhono ache.,0.0
867, my bl apps a ki bar bar login kora jai ,0.0
868, korlam but pelam na keno ,0.0
869, banglalink a miss call alert... on kore kevabey.....?????? ,0.0
870, Bl a ki 0.fb off naki? ami kno 0.fb chalate pari nah?  ,0.0
871, amr balance ase 92 ami caile ki 89 tk te 1gb pack nite parbo? ,0.0
872, 49 tk recharge offer ta jate chai ,0.0
873, bl point share kora jai ki vabe ,0.0
874, banglalink a vondo sim ar offer ki ki ,0.0
875, 49 taka recharge offer ta ki ache? ,0.0
876, ai offer ta ki 1 sim a akbar e hobe ,0.0
877, MCA er ki khobo sir? ,0.0
878, ai offer ta ami ki pabo ,0.0
879, ami age soptahe nisi ei friday te nite parbp naki? ,0.0
880, ai apps ta ki onno sim diye download korle mb pabo ,0.0
881, tahole ki amar mb er meyed barbe? ,0.0
882, acca *124*50# ai mb er meyed 1 mash barate amake ki korte hobe? ,0.0
883, Banglalink sim er mb ki transfer kora jay? ,0.0
884, acca mone koren amar kunu vuter id card nei.....tahole ami.ki sim ta kine pore amar babar id card diye registration korte parbo? ,0.0
885, jara sim bikri kore ami tader ke arokom kota bolecilam kintu tara sim dey na ,0.0
886, Hi Mustak .  Jodi apnar NID na thake tahole sim purchase korar shomoy Apnar baba k shonge nie tar NID die sim purchase korte parben. ,0.0
887, Hi Mustak .  Apni notun SIM kinte jar NID diye apni registration korben take & tar NID niye amader office e chole ashun. ,0.0
888, Banglalink sim teke ki 25 mb er besi mb transfer kora jay na? ,0.0
889, Hi Mustak .  Mb transfer korte balance theke kono taka katbe na. ,0.0
890, 25MB er besi mb transfer kora jay na? ,0.0
891, Prothom 10 munite bolte ki 08.00am to 08.09am naki 08.00am to 08.10am k buzano hoyce.49tk offer ti koy din porjonto ace. ,0.0
892, Banglalink a 49 taka recharge ar je offer ta jodi ami nei tahole ki amar present je tariff ase ta change hobe?,0.0
893, hello Banglalink amr 1ta prio sim aj theke pray 2years er caite o besi hbe 01916559146 ei sim ta hariye geche . konu fnf and registration korinai. onek bar tray korechi eta replace korar jonno but pari nai. please help me. ,0.0
894, kaj kore na kn MB ,0.0
895, 01987448272. 01961635078. 01942226978. please bondo sim ar offer ase kina janan. ,0.0
896, +VAT+SD+SC Soho koto taka lagbe ,0.0
897,Jodi 26th August .  2016 ba er agey theke apnar banglalink SIM unused thake .  tahole bondho SIM er off ,0.0
898, Acca . b.link to onno operator a min. offer ta lagnav,0.0
899, Banglalink sim a belanc dekhe ki vave......,0.0
900, din din net et speed kub e faltu hocce..onk bar obojog kore o kono lav hoy ni. ,2.0
901, amar bl sim e ekta ofer asche 51 tk recharge korle 120m. Ta ke taka katbe? ,0.0
902, Amar posonderbortomane use kori emon ekta number er sathe miliye ki ekta new banglalink sim kinte parbo? ,0.0
903, acha amar sim a fnf kon gulo ta dekha jace na keno?akto jana ben? r ki vabe notun fnf kor bo kato bolle upokito hotam ,0.0
904, ami customar care kotha bolte cacci koto dial korbo 121 a kono opshon pelam nq ,0.0
905, my bl app e je 50mb ase ta dia ki sudhu FB babohar kora jabe naki onno website ous kora jabe ,0.0
906, r e vai koybar korbo bolun,0.0
907, banglalink er 1 gb night pack ase ki thakle price n code ta bolen ,0.0
908, Bl a ki gp sim er mto minit kina jie? R bl to bl sms kina jie? ,0.0
909, Banglalink er bondho sim er ki kono internet offer asa?? ,0.0
910, Jst FB ar jnna alada vabe mb kina jay na??jate taka kom jba. ,0.0
911, Banglalink play te bl to bl 0.25 tk min call rate pawa jabe ki? ,0.0
912, bkash thaka koto taka vorla 100% poa jaba. ,0.0
913, Accha DSLR eta Ki kono mobile app? ,0.0
914, 6tk akta 160mb offer ase sai code ta ki amake bolben plz.. ,0.0
915, banglalink a ke kono free mb offer ase?? thakle plz janan ,0.0
916, Eytar price koto r apnader kase ki pabo naki ,0.0
917, Banglalink er ki kono night pakege ache ? ,0.0
918, Apnader network sob somay pai na kan? ,2.0
919, uttara te ki blnk er customer care ache? ,0.0
920, 2g theke 3g te migration korar code ta janaben please ,0.0
921, Vi Ami eta pabo kothay dam koto ,0.0
922, bl bondo sim a ki offer ase plz aktu bolben ,0.0
923, Ek rate darun package active korbo kivabe......ar protidin j sms gula ase oi gula off korbo kivabe ,0.0
924,ekka ami akhon pacci na kano? ,0.0
925, Ami new sim kinechi. But on1 besi taka katce kotha bollei. Koto taka recharge korle ba koto valo call rate pabo? ,0.0
926, Sir amar akta banglalink sim 100 taka loan niye bondho kore rakhsi 2 mas hosse......oi sim a 49 taka recherge korle ami net free pabo ,0.0
927,01911 seris pai ne kano..? ,0.0
928, banglalink netwark kub baje hoye gese akon..age onek balo cilo.ami age 2 sim e banglalink bebohar kortam akon akta kori.age banglalink diye net bebohar kortam.akon r korina.jodi apnader netwark tik hoi tahole abar fire asbo banglalike.banglalinke sob subida pawa jai kintu netwark problem.. ,2.0
929, Aita kuthai pawa jabe . ar ai jinistar nam ki . dukane giye ki bolte hobe ,0.0
930, banglalink to age vslo chilo ei ek shoptaho bl ki hoise??? network thake na hothat kore outgoing .  incoming bondho hoe jaykhub mejaj gorom hoy etar karone . evabe hole to sim paltate hobe _ shudhu amr e ei problem na onekeri ei problem ,2.0
931, lense kit ar dam koto ar kothay pete pari?Ata ki sob smart phney babohar joggo ,0.0
932, Hahaha ei lens gula faltu pura kono kaj e kore na ,2.0
933, kothay pabo ar er price koto hobe??? ,0.0
934, lench ta kothai kinte paoa jabe??? ,0.0
935, di s l a r koto taka dam ,0.0
936, ai lens gulo koto taka ,0.0
937, price koto hbe kit er??? ,0.0
938, Ei Lens kothay kinte pawa jabe?,0.0
939,Mirpur a kothay pawa jabe? ,0.0
940, lens ti kothai pabo r price koto? ,0.0
941, how? r kothake pawa jabe? ,0.0
942, Koto taka and kothay pabo.. ,0.0
943, ai lens set er dam koto r pabo kothay...? ,0.0
944, Price koto r kothay pabo pls bolan ami akta kinbo ,0.0
945, lencer dam koto porbe n kothay pabo ,0.0
946, Acca vaia ei DSLR kit kothay paro r dam koto ektu bolben plzz ,0.0
947, Amar akta lagba prize koto and kothai pabo ,0.0
948, Lans tik tar dam koto re bhai ,0.0
949, ei lance er dam koto tk kothay pabo? ,0.0
950, Price koto pabo kothay plus bolan am I akta kinbo ,0.0
951,   banglalink mela   fan page a jara winner tara contact number soho inbox korbe bujhlam but contact number ki onno operator er hote parbe? ,0.0
952, Ami amr number apnader page dilam but kono messager uttor dilen na je,0.0
953, Ami first answer tai diesilam. Tao ami nei,0.0
954, jara winner hoyeche tara ki sakib vai er sathe individually selfie tulbe? ,0.0
955, acha banglalink a mobile off thakele k cl diche oi tah pore ki kore janthe parbo??? ,0.0
956, eti kiser bijoyider nam prokash kora holo ??win win protidin contast er naki ?? ,0.0
957, Bl a 49 taka recharge a ki offer jeno cholse ,0.0
958, Banglalink a hand set er kono offer ache? ,0.0
959, 49 tk recharge offer ta ki bondho hoye geche..? ,0.0
960, ader jonno ki offer? ? ,0.0
961, new sim theke mb transfer korle ki taka katben na mb katben? ,0.0
962, 28 taka recarge je offer ti ace seta ki ? ,0.0
963, mention kore dile vlo hoito ,0.0
964, sakib k kuje ber kora winnar der ki poruskar.. ,0.0
965, amar o to nam nei ami sorbo protom uttor detam ,0.0
966, vai banglalink a message kinte hoi kore??? pls pls bola jabe? ,0.0
967,Ai number tay ki kono ,0.0
968, ami huawei y3ii kinechi bl offer er sathe.... jodi ei offer ti active hoi tahole ki amar mobile er sathe thaka offer pabo....??? ,0.0
969, amar sim 26 a agst er chea onek agay thay k recharge kori na.b8...off rakhini..ami ki offer ti pabo...?? ,0.0
970, 01935448296 e number e . 10 taka plus vat diye 100 mb ditoo . aj onek din us kori na . soo ekhn ki ei offar ta ache . ? plz ektu jodi janaten .  .  .  .  .  . ? ,0.0
971, ami jokhon pic ta khuje peachilam .  koto happy nie 2 mnt er moddhei . deri na kore upload korechilam.  ,0.0
972, banglaflix diye kivabe prize win kora jay ?? kono link na diye sorasori bolun ,0.0
973, Hi Mehedi .  Apnar query ti amader kache clear na. Kindly clear kore amader shathe share korun tahole right information die shohojogita korte parbo. ,0.0
974, sms na asle pack ti subscribe hobe na? ,0.0
975, Banglalink sim ar flaxiplan app ache ki ?? ,0.0
976, rOhingadher kono service ase ki? ,0.0
977, Sim ta offer er jonno eligible kina kmne check korbo .  tai bolen ,0.0
978,Apni just bolen number ta #eligible kina eta Cheak korbo kmne ,0.0
979, ha vai .  ei offer tai jante chaccilam. .... Ekta notun sim niye ci tw. ..thako a lot ,0.0
980, bkash theke 34 taka ba 54 taka recharge korleo ki ei offer ta paoya jabe? ,0.0
981, @?h?i?h Shh?? .  Amader notun SIM er offer ti upovog korte onugroho kore apnar SIM e 34 taka ba 54 taka flexiload er maddhome recharge korun. ,0.0
982, # _FlexiPlan er # _Gift option ta besh kichudin theke bondho. Technical upgration e eto somoy lage??? #_Grameenphone ,0.0
983, @Ajharul Islam Hasan .  Apnar number ti ei offer er jonno eligible kina jante OctSpace017XXXXXXXX likhe pathiye din 9999 number a. ,0.0
984, @Dear User .  Apnar shomossa tir bistarito janiye amader ke insta.service@grameenphone.com e email korar jonno onurodh korchi. Amra druto bishoytir shomadhan korar chesta korbo. ,0.0
985, Vai amar akta grameenphone sim ase koi ak din age Resistoson koresi sim ti hariya gese ,0.0
986,Ei bishoye a comment a sothik feedback dewa hoyeche.Onugroho kore comment ti check kore dekhar jonno onurodh korchi. ,0.0
987, Ei ta kotai pawa jabe ,0.0
988, fleiplan er gifting option ti chalo nei kno ,0.0
989, Gp Sim e kono kom dhamer Internet pack Ache thakle bolen? ,0.0
990, Shuduh fb er ki kono offer ache ja dine & Rateo us korajay?????? ,0.0
991, re registration korlam re registration er kono offer ase kindly janan ,0.0
992, Gp new sim e internet Bonas or offer gola ki ki..?? ,0.0
993, clash of clan game ta khelar jonno alada package chai ... ,0.0
994, GP powerload e koto tk recharge korle kemon offer pabo. ,0.0
995, Gp te bondho sim e gb r kono offer nai? ,0.0
996, gp te job korte chai kindly link ta diven plz?????? ,0.0
997, gp te 1 takar sms kenar code ta jodi janaten valo hoto ,0.0
998, Gp sim e ekon bondo sim er offer ki plz bolen ,0.0
999, flexi plan theke ki ar mb gift kora jay na? ,0.0
1000, 5 tk 500 mb use korar ki kono nideristo time ase naki? ,0.0
1001, 34 tk recharge a ki offre ase bole din amak ,0.0
1002, gp sime takar med 1 bosor kore kemne ,0.0
1003, Gp ar valo offer ki ace? ,0.0
1004, gpshop ki faridpur e ache? ,0.0
1005, gpshop ki faridpur e ache ,0.0
1006, 9 taka te 1 GB code ta koto ?? ,0.0
1007, Free mb ki pawa jabe kuno vabe ,0.0
1008, Gp off thaka sim a ke kono internet offer ase??? ,0.0
1009, amr ekta sim onek din thake bondho ase...ekhon ami ki ate . 5 tk 500 mb dial *5000*150# n 5 tk 500 mb dial *111*90# diuta offer e nite parbo? ,0.0
1010, fast 1 gb koto din meyad...??? ,0.0
1011, *5000*156# dial kore je 2 takay 100 mb paoa jay seta die ki download kora jay.? ,0.0
1012, Amar gp sim diye emergency 10mb newa jacche na.. balancer jonno req korle msg ashe   apnar bortoman pack a ei internet offer chalu kora jabe na    ki korbo? ,0.0
1013, Ajke amar ekta gp sim nibondhon korte giye silam but oi lokta koek bar trai kore bollo sim ta naki gp offic theke badtil kore diyese kothata ki shotto... ,0.0
1014, Mygp r flxiplan ki off kora lage naki auto off hbe meyad sesh a?? ami aitar maddhome net kinesi.. renewl hbe ki? ,0.0
1015, My gp app theke Recherge korte gele #Enter_TrxID chay ata bolte ki bujhay? ,0.0
1016, Please problem ta slov kore dao amar mobilenokia 6030 kintu amar mobile java ami uc browser download korte chai kintu download korar por lekha ase file long to be save eta asas jonno ami uc browser use korte parchi na please apni amake emon link daw jeta diye uc browser open hoy nokia 6030 er uc browser i wait.... ,0.0
1017, ai offer ta ki akhono ache...? #grameenphone ,0.0
1018, Code gulo to support kore na ,0.0
1019, 9 tk er 1 gb te agher mto speed pai na kno??? ,0.0
1020, supercell game er jonno kono mb offer nai? ,0.0
1021, Amar wowbox a install korar por 4 digit dissa na kano ,0.0
1022, wowbox a 20mB free pawa jai kina ,0.0
1023, reg sara kotha bolte parben na. jodi paren tobe sim ti reg kora. ,0.0
1024, Accha ami gp to gp sim a balance transfer er niyom ta jante chacchi .  .  Kindly amk niyom ta bolben ki . please ,0.0
1025, Aktu doya kore bolben je gp theke asa sms gulo ki kore stop korbo. ,0.0
1026, Accha apnara jei feedback diyecen tate kono kaj ,0.0
1027, Accha apnara jei feedback diyecen tate kono kaj hocchena . REGI likhe 1000 asend korle ta fail e asce ,2.0
1028, Accha mb gift korar jonno eta ki receiver er no a send korte hobe? ,0.0
1029, Please amr prblm ta solve korte help korun ,0.0
1030, Gp kono mb offer ase thakle janaben plzz ,0.0
1031, Ai pic e to dewa ase je 5rakar offer kintu ata ante parsina ,0.0
1032, Flexiplan a gift er option kobe start hobe ,0.0
1033, 1 gb free nite ki korte hobe ? . phn kinsi Ami .  ,0.0
1034, A offer koto din colbe? ,0.0
1035, Ami ki iris 605 & 821 er features gulo jante pari..plz ,0.0
1036, Amar akta sim chilo but biometric kora chilo na. Akhon sei sim ta abar re open kore sell korche .  seta akhon coltache. Ata kora ki thik.? J manush amar oi sim ti kineche se ki disturb fell korbay na? Amar poricito keo jodi amar number vebe oi manush k phone dey then ki hobe? ,0.0
1037, Ami to ekhan *5000*150# a offer ti pachi na kemon kore pete pari jana ben please ,0.0
1038, 5tk te 500mb 3 bar near por aar nite partasi na keno? ,0.0
1039, fb chalonor jonno naki 5000mb free te code ta aktu bolben? ,0.0
1040, vai notification ta off kora jai na ,0.0
1041, assa ami ki ai offer ti pabo 50mb dayel *5000*213# ,0.0
1042, accha sim ta jodi kew biometric kore thake tahole?? ,0.0
1043, accha sim ta jodi kew biometric kore thake tahole ki hobe?? ,0.0
1044, @Imran Khan .  Apnar SIM ti jodi registration kora theke thake tahole apnar NID nie amader Grameenphone center e chole ashun. SIM replacement charge 125 taka.,0.0
1045, are vai amr sim ta biometric registration chalu howar age haraise. ekhn kew biometric registration korse kina janina. jodi kew kore theke thake tahole kivabe replace korbo? ,0.0
1046,Dukkhito .  amader bundle minute diye local number a kotha bola jabe. ,0.0
1047,Biometric registration kora na hoye thakle ebong SIM ti hariye gele replacement korar kono sujog nei .  Dukkhitot. ,0.0
1048, Vai bondo grameen sim a kono offar ase ,0.0
1049, amar new sima kno mb pabo ki .01708728041 ,0.0
1050, Borto mane kono offer ase Gp sim a ????? ,0.0
1051, mb ki vabe kina jai ,0.0
1052, eta ki July maser pore net use kore thakle ei offer ti projozzo noy? ?? ,0.0
1053, Ami 2 bar kinte parsi .  .  . r passi na kno? ,0.0
1054, @Tarikul .  dukkhito .  ei khetre amra kono help korte parchhi na. ,0.0
1055,Ei bishoy a shothik feedback ti already amra apnar sathe share korechhi . Sekhetre .  amra apnake er ager comment er reply ti check korar jonno onurodh korchhi. ,0.0
1056, Ha gp khub valo Ami use kori ,1.0
1057, #_FlexiPlan er #_Gift option ta besh kichudin theke bondho. Technical upgration e eto somoy lage???,0.0
1058, k bollo gife option ni akhono ase ,0.0
1059, apnader bethotar kotha sunte ki lojja lage ,2.0
1060, r koto ta asha korbo ba r koto ta druto flexiplan ar gifting service ta chalu hobe ,0.0
1061,Ei bishoye kono update asha matro e ta amra share korbo. ,0.0
1062, update jodi na ase tahole ,0.0
1063,Ei bishoye purber comment a sothik feedback dewa hoyeche.Onugroho kore purrber comment ti check kore dekhar jonno onurodh korchi. ,0.0
1064, purrner comment a bola hoyecilo khub druto flexiplan ar gifting service ta chalu kora hobe dut chalu to korcen na ,0.0
1065, jar gift dorkar amy sms koro ami bole dicci ,0.0
1066, amar ekta GP number onek din dhore off ache. jodi sim ta on kori . taholle ki kono bonus offer pabo? Or kivhabe other number theke chk korbo j number ta offer er aotai ache kina. ,0.0
1067, Apnather jonno Grameenphone sim card use kora bondho kore amra ,2.0
1068, 01711752157 ei sim ti ki jekuno babe ami keyar thaike nite parbo ,0.0
1069, sim er malikana poriborton korte ki ki lagbe? ,0.0
1070, Notun gp sim e 1 gb nite koto dail korte hobe? ,0.0
1071, Notun sim a ki oofer ase .  .  . ami akta kinichi ,0.0
1072,Apnader sim er daam ki aar kombe na? ,2.0
1073, 1 no brand kintu 3g pai na ,2.0
1074, Internet ta ato slow kano ai 3 din thaka 3G asa kinto kaj kortesa 2G r moto ,2.0
1075, vaia dac bangla thaka ki recharge kora jay ,0.0
1076, flexiplan er gifting service ta ki thik kora hoyece? ,0.0
1077, chalu kobe hobe seta bolen ,0.0
1078, gp company flexiplan er gifting service ta ki chalu korte parbe. ,0.0
1079, Ami to 5 tk ar 500 mb pailam na kno ,0.0
1080, gp taka gp mb transfer kora jai ke??,0.0
1081,jodi jai .  ke vabe jai doia kora janaben. ,0.0
1082, Dhaka shamoly te tower er onk prblm network thake na solved kobe hobe?? ,2.0
1083, Dhonno bad pore diben.....gift kobe korte pabo flexi plan theke.....?? ,0.0
1084, 5 koti manush to baniye sen...kintu amader jonno ki koresen...apnader offer gulo prothom prothom valo chilo kintu ekhon jaccha tai hoiye geche... ,2.0
1085, apnara naki desher 1 no Brand..basar baire gele network thake...3g show kore..basar vetor gele singnal thake 1 daag?.......tokon 3g theke edge a chole asse.....ctg city te ei obosta....... ,2.0
1086, bondho sim e *5000*150# er offer ti koy bar newa jabe? ,0.0
1087, Gp sim e network amar ghramer barite pay na valo kore...internet use kora khub somossa hoy..eitar ki kono bebostha neya jay.....ar ha Congratulation for number one brand.. ,2.0
1088, comment korle answer den na keno sobar????jar jar comment tar jonno important... ,0.0
1089, 19 takar 1Gb ai offer ti ki sob gp sim a pabo ,0.0
1090, ai arjoner jonno amader ki offer dicen. ,0.0
1091, Eivabei min er sms aste thekle kisu din por sms er jalay sobai gp use bondho kore dibe............ ,0.0
1092,Apnar proshnoti bujhte pari ni. Kindly specify korun ,0.0
1093, Ami 5 takay 500 mb offer 2 ber er besi pelam na keno? Offer e to 5 ber maximum neya jabe bola ache. ,0.0
1094, Sir amake mb balo akto sojog den.ami student.ami ato besi besi taka diye mb kinte pari na.amake 5takar500mb offer ti diye din plz plz plz ,0.0
1095, Falto company amr je miniter date age ses sei minit furce na r je miniter por date ses hobe seta age ses hosce ,2.0
1096,khali emrgncy blnce ta main account a jukto hoilei hoito v ,0.0
1097, Koi amito kono din gp theke kono mb er sojog paini.5 taka diye naki 500 mb.obisshaso.age offer peye opbhog kore daki tahole bojbo number 1 ,0.0
1098, bujtesi na kon dese aslam .  sara jibon deksi bangali aktay arektar khoti kore .  r aj tar ulta....... BRAVO GP ,0.0
1099, vai apnader sob kisoi best... but call rate ta jodi arekto komaten..tahole khub valo hoto ,0.0
1100, Amar sudhu 1 ta SIM... ata gp SIM... ,0.0
1101, Thnx gp.... 2001 sal theke gp er sathe e asi.. bolte paren we r gp family..  ,1.0
1102, 712 serial er sim ki paoa jabe? ,0.0
1103,ora sotik sarvis dai jata amr dorkar ar bahesa kisu kora na ,1.0
1104, jei sim e hok na keno..,0.0
1105, Amar akta sim akhon registration korte chail parbo ki & charge lagbe ki ,0.0
1106,Asole emon tai howa ucit,0.0
1107,sobar sathe sobar valo relation ,0.0
1108, Gp te akhon kono bondo sim er offer ase..??.?. ,0.0
1109, Sir amader village 3g neatwork ase na keno ,2.0
1110, Networking er jnno gb k salut ,1.0
1111, gp te ki mb transfer kora zay ,0.0
1112, onk valo laglo.apnader ei post ta dekhe. ,0.0
1113, GP bondo sim ar kono mb offer ace??? ,0.0
1114, competitor komlo tai nah ........................ ,0.0
1115, Gp r moto bishal mon er odikari Hote sikho  ,1.0
1116, Salma Masuda Sheila abr e ki blbi? ,0.0
1117, Apnader bash dewar jonno tara ready..... r hasaylen....je...aita bujhew...tader ovinondon deye.... ,2.0
1118, Accha vaiya amer sim registration kora amer guardian diye sheta ki ami amer id te shift korte parbo??? ,0.0
1119, Gp er sob kichu valo but ???????call rate ta e valo lagena. ,1.0
1120, gp er khub kosto hosse oder ak dheke sala re ki komu kon ,0.0
1121, ha ha forhad tui chara r k korbe ei comment ,0.0
1122, obinondon ar jai bolen mon theke to den nai ,0.0
1123, jotoi hok APnader moto Internet Speed karo beshi hobena ,1.0
1124, gp te 129 tk te 2gb ei ta kivabe nite hoi&etar meyad koto din? ,0.0
1125, 10 ta ek hoi lew gp er moto hoi te par be na ,1.0
1126, gp te clash of clean games er jonno akta mb offer diyechilo oi offer taki akhono ache??? thakle amake bolben plz....... ,0.0
1127, Gp te ak mobile theke onno mobile a balance transfer korar kono option ace??? ,0.0
1128, dur room theke o net pai na... ki je kori vujtechi na... net er volume ta ektu baraya den na vai.... ,2.0
1129, Rion Raisul gaan ta j korei hok nama na bhai plz ,0.0
1130, @Ujjal .  notun SIM e 9Tk te 1GB nite recharge korar proyojon nei. Balance e 9Tk rekhe dial korte hobe *121*19#. ,0.0
1131, @Dear Customer .  Amader bortoman regular   Bondho SIM   er sathe kono data offer available nei. ,0.0
1132, Ami to ekbar 29 taka deye nece ,0.0
1133,Apni jodi dual handset use koren tobe Gp SIM ti 1 number slot a rekhe try korun. ,0.0
1134, Amar gp number diye akta fb account chilo . kintu automatically seta bondho hoye gelo.,0.0
1135,Password reset korar jonno number search korle o pawa jasse na.,0.0
1136, vi 5takay 500mb koto diye nite hobe aktu bolben ki please ,0.0
1137, 5 tk 500 ame koy bar babo har kor ta par bo. ,0.0
1138, just 129 tk lagbe naki vat soho r o besi katbe? ,0.0
1139, meyad ta aro besi houa ucit chilo ,0.0
1140, oi apnara ki suru korlen ,2.0
1141, vai bondo sim er kno offer ki ace?? ,0.0
1142, 1 min. er jonno meyad diley valo hato.,0.0
1143, Ai offer ki akhon o ase ? ,0.0
1144, Offer ta ki akhono ace? ,0.0
1145, Flexiplan ar gift ki r chalu hobe na ,0.0
1146, flexiplan wifi diye update dilam bt kicu e pelam na .  .  .  .  .  .  .  .  . ami ki bonus pabo na????? ,0.0
1147, Vi mb 7din sesh na korte parle er meyad 1 mnth kore kivabe ,0.0
1148, Bondho sim chalu korle akhon ki ki offer pete pari? ,0.0
1149, ai offer tar mayad r 3 din barano jay ki? ,0.0
1150,Flexiplan feature or app ti akon availbe ase .Tobe Flexiplan a gift option ti bondho ase. Feature ti jodi niye asha hoi tahole obosshoi apnader notify kora hobe ,0.0
1151, gp te 1 gb vdo pack ti ki ache? ,0.0
1152, gp r vedio 1 gb pack ki ekhon ar nei? ,0.0
1153, Vai kisu bujlam na grameen simea eto tk katchea keno jodi tk besi kate use kora ami close kore debo kintu. amar poribare 5ta sim silo R ekhon sudhu ami salai mb laiga ,2.0
1154, gp te kotha bolar por mb free dei.koto dail korte hobe janaben plz ,0.0
1155,Number tay aga ami 2000 sms kintam but akon decca na ki jonno ? ,0.0
1156, S8s6 a je 20 tk te 5000 sms ar pack ta ki chalu ase ba ai type ar kono pack. ,0.0
1157, My gp app ti windows phone er jonno ki nei  .  .  .  .  .  ami onek cesta kore o paini .  ,0.0
